purchase_id,product_id,quantity,unit_cost,supplier_id,transaction_id,note,location_id
PUR00950,PRD0950,43,165,SUP950,PTRX00950,Online grocery dataset purchase row; last_order_date=05-03-24,LOC005
PUR00951,PRD0951,1,288,SUP951,PTRX00951,Online grocery dataset purchase row; last_order_date=3/28/2024,LOC001
PUR00952,PRD0952,14,180,SUP952,PTRX00952,Online grocery dataset purchase row; last_order_date=5/31/2024,LOC002
PUR00953,PRD0953,92,252,SUP953,PTRX00953,Online grocery dataset purchase row; last_order_date=01-11-25,LOC003
PUR00954,PRD0954,39,288,SUP954,PTRX00954,Online grocery dataset purchase row; last_order_date=09-10-24,LOC004
PUR00955,PRD0955,48,360,SUP955,PTRX00955,Online grocery dataset purchase row; last_order_date=12/21/2024,LOC005
PUR00956,PRD0956,66,1296,SUP956,PTRX00956,Online grocery dataset purchase row; last_order_date=11/24/2024,LOC001
PUR00957,PRD0957,69,181,SUP957,PTRX00957,Online grocery dataset purchase row; last_order_date=05-07-24,LOC002
PUR00958,PRD0958,99,108,SUP958,PTRX00958,Online grocery dataset purchase row; last_order_date=3/13/2024,LOC003
PUR00959,PRD0959,28,144,SUP959,PTRX00959,Online grocery dataset purchase row; last_order_date=12/23/2024,LOC004
PUR00960,PRD0960,98,180,SUP960,PTRX00960,Online grocery dataset purchase row; last_order_date=10-07-24,LOC005
PUR00961,PRD0961,95,234,SUP961,PTRX00961,Online grocery dataset purchase row; last_order_date=03-05-24,LOC001
PUR00962,PRD0962,71,320,SUP962,PTRX00962,Online grocery dataset purchase row; last_order_date=10/22/2024,LOC002
PUR00963,PRD0963,80,288,SUP963,PTRX00963,Online grocery dataset purchase row; last_order_date=11-03-24,LOC003
PUR00964,PRD0964,18,14,SUP964,PTRX00964,Online grocery dataset purchase row; last_order_date=04-02-24,LOC004
PUR00965,PRD0965,54,86,SUP965,PTRX00965,Online grocery dataset purchase row; last_order_date=03-06-24,LOC005
PUR00966,PRD0966,39,144,SUP966,PTRX00966,Online grocery dataset purchase row; last_order_date=04-05-24,LOC001
PUR00967,PRD0967,15,216,SUP967,PTRX00967,Online grocery dataset purchase row; last_order_date=5/29/2024,LOC002
PUR00968,PRD0968,43,14,SUP968,PTRX00968,Online grocery dataset purchase row; last_order_date=8/26/2024,LOC003
PUR00969,PRD0969,80,720,SUP969,PTRX00969,Online grocery dataset purchase row; last_order_date=8/28/2024,LOC004
PUR00970,PRD0970,80,252,SUP970,PTRX00970,Online grocery dataset purchase row; last_order_date=10-02-24,LOC005
PUR00971,PRD0971,72,288,SUP971,PTRX00971,Online grocery dataset purchase row; last_order_date=06-08-24,LOC001
PUR00972,PRD0972,2,216,SUP972,PTRX00972,Online grocery dataset purchase row; last_order_date=11/29/2024,LOC002
PUR00973,PRD0973,49,648,SUP973,PTRX00973,Online grocery dataset purchase row; last_order_date=10/24/2024,LOC003
PUR00974,PRD0974,65,1440,SUP974,PTRX00974,Online grocery dataset purchase row; last_order_date=10/19/2024,LOC004
PUR00975,PRD0975,17,144,SUP975,PTRX00975,Online grocery dataset purchase row; last_order_date=3/21/2024,LOC005
PUR00976,PRD0976,80,216,SUP976,PTRX00976,Online grocery dataset purchase row; last_order_date=7/17/2024,LOC001
PUR00977,PRD0977,28,576,SUP977,PTRX00977,Online grocery dataset purchase row; last_order_date=1/14/2025,LOC002
PUR00978,PRD0978,19,136,SUP978,PTRX00978,Online grocery dataset purchase row; last_order_date=05-11-24,LOC003
PUR00979,PRD0979,27,720,SUP979,PTRX00979,Online grocery dataset purchase row; last_order_date=10/15/2024,LOC004
PUR00980,PRD0980,21,504,SUP980,PTRX00980,Online grocery dataset purchase row; last_order_date=12/25/2024,LOC005
PUR00981,PRD0981,96,342,SUP981,PTRX00981,Online grocery dataset purchase row; last_order_date=04-10-24,LOC001
PUR00982,PRD0982,62,324,SUP982,PTRX00982,Online grocery dataset purchase row; last_order_date=3/25/2024,LOC002
PUR00983,PRD0983,66,864,SUP983,PTRX00983,Online grocery dataset purchase row; last_order_date=12/21/2024,LOC003
PUR00984,PRD0984,94,172,SUP984,PTRX00984,Online grocery dataset purchase row; last_order_date=2/20/2025,LOC004
PUR00985,PRD0985,65,324,SUP985,PTRX00985,Online grocery dataset purchase row; last_order_date=3/19/2024,LOC005
PUR00986,PRD0986,17,180,SUP986,PTRX00986,Online grocery dataset purchase row; last_order_date=12/28/2024,LOC001
PUR00987,PRD0987,89,648,SUP987,PTRX00987,Online grocery dataset purchase row; last_order_date=06-02-24,LOC002
PUR00988,PRD0988,12,64,SUP988,PTRX00988,Online grocery dataset purchase row; last_order_date=10/24/2024,LOC003
PUR00989,PRD0989,52,720,SUP989,PTRX00989,Online grocery dataset purchase row; last_order_date=12-07-24,LOC004
PUR00990,PRD0990,83,324,SUP990,PTRX00990,Online grocery dataset purchase row; last_order_date=03-01-24,LOC005
